example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|общий||ГК РФ|1064|||3|3|gemini;gpt;qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|специальный||КоАП РФ|7.17|||2|3|gpt;qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|специальный||УК РФ|167|||2|3|gpt;qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|специальный||ЖК РФ|36|||1|3|qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|специальный|491|ПП РФ||1|13.08.2006|1|3|qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|общий||ГПК РФ|131|||1|3|qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|общий||ГПК РФ|132|||1|3|qwen
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|общий||УК РФ|168|||1|3|gpt
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|общий||ГК РФ|210|||1|3|gemini
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|специальный||ЖК РФ|30|||1|3|gemini
264|1616dcd1-7b38-43bb-8a27-cc55e3afd387|общий||ГК РФ|15|||1|3|gemini
