example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный|256-ФЗ|ФЗ|10||29.12.2006|2|3|gemini;qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|общий||ГК РФ|244|||2|3|gpt;qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный||СК РФ|60|||2|3|gpt;qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный|218-ФЗ|ФЗ|14||13.07.2015|1|3|qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный|218-ФЗ|ФЗ|16||13.07.2015|1|3|qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный||НК РФ|333.35|||1|3|qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный|423|ПП РФ|||18.05.2009|1|3|qwen
459|c3e73543-4264-4e34-bec4-ee2b10c30606|общий|48-ФЗ|ФЗ|20||24.04.2008|1|3|gpt
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный|256-ФЗ|ФЗ|7||29.12.2006|1|3|gpt
459|c3e73543-4264-4e34-bec4-ee2b10c30606|общий||ГК РФ|245|||1|3|gemini
459|c3e73543-4264-4e34-bec4-ee2b10c30606|специальный|218-ФЗ|ФЗ|42||13.07.2015|1|3|gemini
