example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|общий||ГК РФ|782|||3|3|claude;gemini;grok
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|229-ФЗ|ФЗ|8||02.10.2007|2|3|gemini;grok
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|общий||ГК РФ|393|||2|3|claude;grok
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|229-ФЗ|ФЗ|30||02.10.2007|2|3|claude;gemini
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|229-ФЗ|ФЗ|21||02.10.2007|1|3|grok
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|2300-1|Закон РФ|29||07.02.1992|1|3|grok
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный||ГК РФ|781|||1|3|claude
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|общий||ГК РФ|395|||1|3|claude
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|229-ФЗ|ФЗ|64||02.10.2007|1|3|claude
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный||ГК РФ|779|||1|3|claude
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|общий||ГК РФ|309|||1|3|claude
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|общий||ГК РФ|723|||1|3|claude
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|общий|2300-1|Закон РФ|32||07.02.1992|1|3|gemini
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|2300-1|Закон РФ|31||07.02.1992|1|3|gemini
2206|507349f2-27b3-43a8-b24c-c2fb5e3ef6ff|специальный|229-ФЗ|ФЗ|69||02.10.2007|1|3|gemini
