example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
910|427ae094-0c17-4698-997b-571457116f79|специальный||КоАП РФ|12.12|||4|4|gemini;gpt;grok;qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|30.3|||4|4|gemini;gpt;grok;qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|30.1|||3|4|gpt;grok;qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|30.5|||2|4|grok;qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|30.7|||2|4|grok;qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|26.1|||1|4|qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|2.9|||1|4|qwen
910|427ae094-0c17-4698-997b-571457116f79|специальный|1090|ПДД РФ|6.13||23.10.1993|1|4|qwen
910|427ae094-0c17-4698-997b-571457116f79|специальный|1090|ПДД РФ|6.14||23.10.1993|1|4|qwen
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|30.2|||1|4|gpt
910|427ae094-0c17-4698-997b-571457116f79|специальный||КоАП РФ|2.6.1|||1|4|grok
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|30.6|||1|4|grok
910|427ae094-0c17-4698-997b-571457116f79|специальный|Постановление Правительства РФ № 1090|ПДД РФ|6||13.11.1993|1|4|grok
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|24.1|||1|4|grok
910|427ae094-0c17-4698-997b-571457116f79|общий||КоАП РФ|24.5|||1|4|grok
910|427ae094-0c17-4698-997b-571457116f79|общий|1090|ПП РФ|6.2||23.10.1993|1|4|gemini
910|427ae094-0c17-4698-997b-571457116f79|специальный|1090|ПП РФ|6.14||23.10.1993|1|4|gemini
