example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
337|6623b636-63b6-44e2-a44b-011f93c27b54|общий||ГК РФ|196|||2|3|gemini;gpt
337|6623b636-63b6-44e2-a44b-011f93c27b54|общий||ГК РФ|200|||2|3|gemini;gpt
337|6623b636-63b6-44e2-a44b-011f93c27b54|общий||ГК РФ|199|||2|3|gemini;gpt
337|6623b636-63b6-44e2-a44b-011f93c27b54|специальный||ЖК РФ|155|||2|3|gemini;gpt
337|6623b636-63b6-44e2-a44b-011f93c27b54|специальный|53-ФЗ|ФЗ|24||28.03.1998|1|3|qwen
337|6623b636-63b6-44e2-a44b-011f93c27b54|специальный|31-ФЗ|ФЗ|18||26.02.1997|1|3|qwen
337|6623b636-63b6-44e2-a44b-011f93c27b54|общий|53-ФЗ|ФЗ|2.1||28.03.1998|1|3|qwen
337|6623b636-63b6-44e2-a44b-011f93c27b54|специальный|53-ФЗ|ФЗ|23||28.03.1998|1|3|qwen
337|6623b636-63b6-44e2-a44b-011f93c27b54|общий|53-ФЗ|ФЗ|53||28.03.1998|1|3|qwen
337|6623b636-63b6-44e2-a44b-011f93c27b54|специальный|1890|ПП РФ||1|10.11.2023|1|3|qwen
337|6623b636-63b6-44e2-a44b-011f93c27b54|общий||ГПК РФ|128|||1|3|gemini
