example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|специальный|2300-1|Закон РФ|8||07.02.1992|2|2|gpt;qwen
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|специальный|59-ФЗ|ФЗ|7||02.05.2006|1|2|qwen
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|специальный|2300-1|Закон РФ|10||07.02.1992|1|2|qwen
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|общий||ГК РФ|310|||1|2|qwen
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|специальный|2463|ПП РФ||12|31.12.2020|1|2|qwen
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|общий|2300-1|Закон РФ|9||07.02.1992|1|2|gpt
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|общий|2300-1|Закон РФ|13||07.02.1992|1|2|gpt
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|общий|152-ФЗ|ФЗ|6||27.07.2006|1|2|gpt
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|общий||ГК РФ|10|||1|2|gpt
1597|ea244d9c-70d5-4030-9c1d-3f213ad4f6dc|общий||ГК РФ|19|||1|2|gpt
