example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|48-ФЗ|ФЗ|10||24.04.2008|5|5|claude;gemini;gpt;grok;qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|общий||ГК РФ|35|||3|5|claude;gemini;grok
1378|762e37e6-97a0-4805-b699-36dd128ed61c|общий||ГК РФ|32|||2|5|gemini;qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|48-ФЗ|ФЗ|11||24.04.2008|2|5|grok;qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|927|ПП РФ||4|17.11.2010|2|5|gemini;qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|48-ФЗ|ФЗ|15||24.04.2008|1|5|qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|927|ПП РФ||2|17.11.2010|1|5|qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|927|ПП РФ||6|17.11.2010|1|5|qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|48-ФЗ|ФЗ|29||24.04.2008|1|5|qwen
1378|762e37e6-97a0-4805-b699-36dd128ed61c|общий||ГК РФ|31|||1|5|gpt
1378|762e37e6-97a0-4805-b699-36dd128ed61c|специальный|423|ПП РФ||2|18.05.2009|1|5|grok
