example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|общий||ГК РФ|23|||3|4|claude;gpt;grok
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|115-ФЗ|ФЗ|13||25.07.2002|3|4|claude;gpt;grok
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|общий||Конституция РФ|62|||2|4|claude;gpt
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|115-ФЗ|ФЗ|14||25.07.2002|2|4|gpt;grok
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|129-ФЗ|ФЗ|22.1||08.08.2001|2|4|gpt;grok
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|общий||Конституция РФ|34|||1|4|gpt
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|общий||ГК РФ|2|||1|4|gpt
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный||НК РФ|207|||1|4|grok
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|129-ФЗ|ФЗ|5||08.08.2001|1|4|claude
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|14-ФЗ|ФЗ|7||08.02.1998|1|4|claude
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|160-ФЗ|ФЗ|4||09.07.1999|1|4|claude
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|общий||ГК РФ|1064|||1|4|gemini
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|общий||ГК РФ|15|||1|4|gemini
1823|a00995f2-874d-4fb4-b418-01b9a953d6ac|специальный|257-ФЗ|ФЗ|17||08.11.2007|1|4|gemini
