example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2471|00828132-d506-4baa-a71e-043020641a0f|специальный||ГК РФ|838|||3|3|claude;gemini;grok
2471|00828132-d506-4baa-a71e-043020641a0f|специальный||ГК РФ|834|||2|3|claude;grok
2471|00828132-d506-4baa-a71e-043020641a0f|специальный||ГК РФ|839|||2|3|claude;grok
2471|00828132-d506-4baa-a71e-043020641a0f|общий||ГК РФ|395|||2|3|claude;grok
2471|00828132-d506-4baa-a71e-043020641a0f|общий|2300-1|Закон РФ|12||07.02.1992|2|3|claude;gemini
2471|00828132-d506-4baa-a71e-043020641a0f|специальный|2300-1|Закон РФ|13||07.02.1992|1|3|grok
2471|00828132-d506-4baa-a71e-043020641a0f|общий||ГК РФ|837|||1|3|claude
2471|00828132-d506-4baa-a71e-043020641a0f|общий|2300-1|Закон РФ|4||07.02.1992|1|3|claude
2471|00828132-d506-4baa-a71e-043020641a0f|общий||ГК РФ|309|||1|3|gemini
2471|00828132-d506-4baa-a71e-043020641a0f|специальный|2300-1|Закон РФ|10||07.02.1992|1|3|gemini
2471|00828132-d506-4baa-a71e-043020641a0f|специальный|123-ФЗ|ФЗ|15||04.06.2018|1|3|gemini
