example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ТК РФ|129|||2|3|gpt;qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|специальный||ТК РФ|140|||2|3|gpt;qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ТК РФ|57|||2|3|gpt;qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ТК РФ|136|||1|3|qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|специальный||ТК РФ|72|||1|3|qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ГК РФ|421|||1|3|qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ТК РФ|22|||1|3|qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|специальный||ТК РФ|236|||1|3|qwen
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ГК РФ|196|||1|3|gemini
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ГПК РФ|129|||1|3|gemini
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ГК РФ|204|||1|3|gemini
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ТК РФ|135|||1|3|gpt
1915|69d50ebd-1045-41d3-8706-d86f4a249da3|общий||ТК РФ|84.1|||1|3|gpt
