example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|специальный||СК РФ|34|||3|3|gemini;gpt;qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|специальный||СК РФ|38|||3|3|gemini;gpt;qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|специальный|218-ФЗ|ФЗ|42||13.07.2015|2|3|gemini;qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|общий||ГК РФ|256|||1|3|qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|общий||ГК РФ|253|||1|3|qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|общий||ГК РФ|246|||1|3|qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|специальный||СК РФ|39|||1|3|qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|специальный|218-ФЗ|ФЗ|14||13.07.2015|1|3|qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|общий||ГК РФ|254|||1|3|qwen
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|общий||ГК РФ|244|||1|3|gemini
462|5f1d348f-8cc1-46ee-897f-0d9ea20f8cb9|общий||ГПК РФ|140|||1|3|gemini
