example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный|218-ФЗ|ФЗ|61||13.07.2015|5|5|claude;gemini;gpt;grok;qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|572|||4|5|gemini;gpt;grok;qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|209|||2|5|gpt;qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|218|||2|5|gpt;qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный|218-ФЗ|ФЗ|1||13.07.2015|2|5|gpt;qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный||НК РФ|217|||2|5|gemini;qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный||ЗК РФ|37|||2|5|gpt;grok
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный||ГПК РФ|264|||2|5|gemini;gpt
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|574|||1|5|qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|558|||1|5|qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный|218-ФЗ|ФЗ|14||13.07.2015|1|5|qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный|218-ФЗ|ФЗ|16||13.07.2015|1|5|qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный||ЗК РФ|15|||1|5|qwen
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|260|||1|5|grok
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|специальный||ГК РФ|549|||1|5|grok
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий||ГК РФ|551|||1|5|claude
1284|f9b70ba2-f6a7-4892-bfdd-a8e16dbd227a|общий|218-ФЗ|ФЗ|15||13.07.2015|1|5|claude
