example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||НК РФ|219|||2|4|gemini;qwen
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||НК РФ|78|||1|4|qwen
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный|201|ПП РФ|||19.03.2001|1|4|qwen
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный|201|ПП РФ||1|19.03.2001|1|4|qwen
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный|289|Приказ Минздрава России|||25.07.2001|1|4|qwen
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||СК РФ|89|||1|4|gpt
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||СК РФ|90|||1|4|gpt
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||СК РФ|38|||1|4|gpt
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||СК РФ|34|||1|4|gpt
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный||КоАП РФ|12.27|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный||КоАП РФ|12.7|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный|40-ФЗ|ФЗ|14||25.04.2002|1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||ГК РФ|1064|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный||ГК РФ|1072|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный||КоАП РФ|30.3|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|специальный||КоАП РФ|30.7|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||КоАП РФ|4.8|||1|4|grok
644|8957398f-6adf-4a8d-9f3e-540ef70cc553|общий||НК РФ|221.1|||1|4|gemini
