example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|196|||3|4|gemini;grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|782|||3|4|gemini;gpt;grok
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|309|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|310|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|специальный||ГК РФ|779|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|специальный||ГК РФ|781|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|200|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|специальный|2300-1|Закон РФ|28||07.02.1992|2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|специальный|2300-1|Закон РФ|29||07.02.1992|2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГПК РФ|23|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГПК РФ|28|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГПК РФ|131|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГПК РФ|132|||2|4|grok;qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|1102|||2|4|gemini;gpt
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|395|||2|4|gemini;gpt
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|15|||1|4|qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|специальный|2300-1|Закон РФ|31||07.02.1992|1|4|qwen
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|специальный|2300-1|ФЗ|32||07.02.1992|1|4|gpt
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГК РФ|314|||1|4|gpt
625|42862992-61ff-42dd-bc28-4055ca5c9ab4|общий||ГПК РФ|29|||1|4|gemini
