example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий|416-ФЗ|ФЗ|1||07.12.2011|1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий|416-ФЗ|ФЗ|2||07.12.2011|1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|специальный|416-ФЗ|ФЗ|14||07.12.2011|1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|специальный|644|ПП РФ||112|29.07.2013|1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|специальный|644|ПП РФ||30|29.07.2013|1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|специальный|644|ПП РФ||40|29.07.2013|1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий||ВК РФ|44|||1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий||КоАП РФ|8.14|||1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий||КоАП РФ|8.13|||1|2|qwen
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий|89-ФЗ|ФЗ|14||24.06.1998|1|2|gpt
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий|416-ФЗ|ФЗ|21||07.12.2011|1|2|gpt
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|общий||ВК РФ|65|||1|2|gpt
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|специальный||СанПиН 2.1.5.980-00||4.1.5|03.03.2000|1|2|gpt
251|fe01aa06-638a-4aca-85b1-a5c827a699e2|специальный|644|ПП РФ|||29.07.2013|1|2|gpt
