example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный||ГК РФ|222|||2|3|gemini;grok
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий||ГК РФ|223|||1|3|grok
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный||ГК РФ|551|||1|3|grok
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный||ГК РФ|558|||1|3|grok
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий||ГК РФ|130|||1|3|grok
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный|40-ФЗ|ФЗ|7||25.04.2002|1|3|claude
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный|40-ФЗ|ФЗ|12||25.04.2002|1|3|claude
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий||ГК РФ|1064|||1|3|claude
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий||ГПК РФ|131|||1|3|claude
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий||ЗК РФ|1|||1|3|gemini
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный||ЗК РФ|35|||1|3|gemini
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий||ГК РФ|170|||1|3|gemini
2305|511103ee-297d-4ab8-a254-967e36abf18b|специальный|127-ФЗ|ФЗ|61.2||26.10.2002|1|3|gemini
2305|511103ee-297d-4ab8-a254-967e36abf18b|общий|218-ФЗ|ФЗ|14||13.07.2015|1|3|gemini
