example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2196|015b7c0d-a568-4cf2-8063-166e59e47305|специальный||ГК РФ|1152|||3|3|claude;gemini;grok
2196|015b7c0d-a568-4cf2-8063-166e59e47305|специальный|283-ФЗ|ФЗ|15||03.08.2018|2|3|gemini;grok
2196|015b7c0d-a568-4cf2-8063-166e59e47305|специальный|283-ФЗ|ФЗ|8||03.08.2018|2|3|claude;grok
2196|015b7c0d-a568-4cf2-8063-166e59e47305|общий||ГК РФ|1162|||2|3|claude;gemini
2196|015b7c0d-a568-4cf2-8063-166e59e47305|общий||ГК РФ|1110|||1|3|grok
2196|015b7c0d-a568-4cf2-8063-166e59e47305|общий||ГК РФ|454|||1|3|grok
2196|015b7c0d-a568-4cf2-8063-166e59e47305|общий||ГК РФ|1112|||1|3|claude
2196|015b7c0d-a568-4cf2-8063-166e59e47305|общий||ГК РФ|209|||1|3|claude
2196|015b7c0d-a568-4cf2-8063-166e59e47305|специальный|950|Приказ МВД России|8||21.12.2019|1|3|claude
2196|015b7c0d-a568-4cf2-8063-166e59e47305|специальный|950|Приказ МВД России|13||21.12.2019|1|3|claude
2196|015b7c0d-a568-4cf2-8063-166e59e47305|специальный|950|Приказ МВД России||27|21.12.2020|1|3|gemini
