example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
278|a5316706-b595-473d-be30-ca17c799c1f9|общий||ГК РФ|314|||5|5|gemini;gpt;perplexity_claude_sonnet;perplexity_grok;qwen
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|23.1||07.02.1992|4|5|gemini;gpt;perplexity_claude_sonnet;qwen
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный||ГК РФ|457|||3|5|gpt;perplexity_claude_sonnet;qwen
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|23||07.02.1992|2|5|perplexity_grok;qwen
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|17||07.02.1992|2|5|perplexity_claude_sonnet;qwen
278|a5316706-b595-473d-be30-ca17c799c1f9|общий||ГК РФ|432|||2|5|gemini;perplexity_grok
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|13||07.02.1992|2|5|perplexity_claude_sonnet;perplexity_grok
278|a5316706-b595-473d-be30-ca17c799c1f9|общий||ГК РФ|309|||1|5|perplexity_grok
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|10||07.02.1992|1|5|gemini
278|a5316706-b595-473d-be30-ca17c799c1f9|общий||ГК РФ|431|||1|5|perplexity_claude_sonnet
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|22||07.02.1992|1|5|perplexity_claude_sonnet
278|a5316706-b595-473d-be30-ca17c799c1f9|специальный|2300-1|Закон РФ|15||07.02.1992|1|5|perplexity_claude_sonnet
278|a5316706-b595-473d-be30-ca17c799c1f9|общий||ГК РФ|330|||1|5|perplexity_claude_sonnet
