example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|1102|||3|3|claude;gemini;grok
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГПК РФ|28|||2|3|claude;grok
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|1104|||1|3|grok
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|специальный|161-ФЗ|ФЗ|9||27.06.2011|1|3|grok
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|395|||1|3|grok
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|1103|||1|3|claude
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|1109|||1|3|claude
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|12|||1|3|claude
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|специальный|161-ФЗ|ФЗ|7||27.06.2011|1|3|gemini
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|общий||ГК РФ|1107|||1|3|gemini
1985|e0c38a54-dda6-4edc-9c55-6eb398918507|специальный|762-П|Положение Банка России||4.3|29.06.2021|1|3|gemini
