example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|специальный||ГК РФ|1116|||3|3|claude;gemini;grok
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|специальный||ГК РФ|1157|||3|3|claude;gemini;grok
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|специальный||ГК РФ|1142|||2|3|gemini;grok
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|специальный||ГК РФ|37|||2|3|gemini;grok
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|общий||ГК РФ|1153|||2|3|claude;gemini
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|специальный||ГК РФ|1159|||1|3|grok
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|общий||ГК РФ|17|||1|3|claude
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|общий||ГК РФ|1152|||1|3|claude
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|общий||ГК РФ|1154|||1|3|claude
1918|53d1bb6f-fd34-4f7f-a218-d73fd05944d6|общий||ГК РФ|1175|||1|3|gemini
