example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|59||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|60||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|86||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|88||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|90||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|91||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|354|ПП РФ|93||06.05.2011|1|5|qwen
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|244-ФЗ|ФЗ|5.2||29.12.2006|1|5|gpt
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|575-ФЗ|ФЗ|2||29.12.2025|1|5|gpt
1255|60242742-8c67-47d7-bb91-a898c3100f82|общий|493-ФЗ|ФЗ|||30.12.2020|1|5|gpt
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|244-ФЗ|ФЗ|4.1||29.12.2006|1|5|grok
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|575-ФЗ|ФЗ|3||29.12.2025|1|5|grok
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|575-ФЗ|ФЗ|5||29.12.2025|1|5|grok
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|575-ФЗ|ФЗ|5.2||29.12.2025|1|5|claude
1255|60242742-8c67-47d7-bb91-a898c3100f82|специальный|244-ФЗ|ФЗ|6.2||29.12.2006|1|5|gemini
1255|60242742-8c67-47d7-bb91-a898c3100f82|общий|152-ФЗ|ФЗ|9||27.07.2006|1|5|gemini
1255|60242742-8c67-47d7-bb91-a898c3100f82|общий||ГК РФ|450.1|||1|5|gemini
