example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГК РФ|196|||5|5|claude;gemini;gpt;grok;qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГК РФ|200|||4|5|gemini;gpt;grok;qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГК РФ|15|||3|5|gemini;grok;qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|специальный|214-ФЗ|ФЗ|6||30.12.2004|3|5|gemini;grok;qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГПК РФ|131|||2|5|grok;qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГК РФ|393|||1|5|qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|специальный|214-ФЗ|ФЗ|9||30.12.2004|1|5|qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|специальный|2300-1|Закон РФ|28||07.02.1992|1|5|qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|специальный|2300-1|Закон РФ|29||07.02.1992|1|5|qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГПК РФ|17|||1|5|qwen
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|специальный||ГК РФ|725|||1|5|gpt
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГК РФ|309|||1|5|claude
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|общий||ГК РФ|395|||1|5|claude
1329|84367a34-5c10-4f14-81b6-51a9e89005e8|специальный|214-ФЗ|ФЗ|10||30.12.2004|1|5|gemini
