example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|специальный||ГК РФ|196|||3|3|claude;gemini;grok
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|специальный||ГК РФ|199|||2|3|claude;grok
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|общий||ГК РФ|382|||2|3|gemini;grok
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|специальный|218-ФЗ|ФЗ|8||30.12.2004|2|3|gemini;grok
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|общий||ГК РФ|203|||2|3|claude;gemini
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|общий||ГК РФ|1102|||1|3|grok
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|общий||ГК РФ|200|||1|3|claude
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|специальный|218-ФЗ|ФЗ|4||30.12.2004|1|3|claude
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|специальный|218-ФЗ|ФЗ|7||30.12.2004|1|3|claude
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|специальный|230-ФЗ|ФЗ|4||03.07.2016|1|3|claude
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|общий||ГК РФ|206|||1|3|gemini
2113|2b0b6082-7b60-4b55-9b06-37178e6b1080|общий||ГПК РФ|129|||1|3|gemini
