example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|214-ФЗ|ФЗ|6||30.12.2004|4|4|claude;gemini;gpt;grok
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|214-ФЗ|ФЗ|7||30.12.2004|3|4|claude;gpt;grok
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|общий||ГК РФ|309|||2|4|claude;gpt
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|2300-1|Закон РФ|13||07.02.1992|2|4|gemini;grok
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|общий||ГК РФ|330|||2|4|claude;grok
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|214-ФЗ|ФЗ|9||30.12.2004|2|4|claude;grok
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|214-ФЗ|ФЗ|10||30.12.2004|1|4|gpt
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|общий||ГК РФ|15|||1|4|gpt
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|214-ФЗ|ФЗ|4||30.12.2004|1|4|claude
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|специальный|214-ФЗ|ФЗ|12||30.12.2004|1|4|gemini
1849|7b192363-ace6-4868-a5d0-dc3550a87f36|общий|2300-1|Закон РФ|15||07.02.1992|1|4|gemini
