example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный||НК РФ|217.1|||2|3|gemini;qwen
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|общий||ГК РФ|219|||2|3|gemini;qwen
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный||НК РФ|220|||2|3|gemini;qwen
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный||НК РФ|217|||1|3|qwen
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный||НК РФ|228|||1|3|qwen
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный||НК РФ|229|||1|3|qwen
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный|40-ФЗ|ФЗ|11.1||25.04.2002|1|3|gpt
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|специальный|40-ФЗ|ФЗ|12||25.04.2002|1|3|gpt
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|общий||ГК РФ|15|||1|3|gpt
138|d6b48a37-f80b-4e1a-b0ac-48fad9b23918|общий||ГК РФ|1064|||1|3|gpt
