example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|специальный|48-ФЗ|ФЗ|21||24.04.2008|3|3|claude;gemini;grok
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|специальный||ГК РФ|37|||2|3|claude;gemini
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|специальный||ГК РФ|860.7|||2|3|claude;gemini
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|специальный||СК РФ|37|||1|3|grok
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|общий||ГК РФ|173.2|||1|3|grok
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|общий||ГК РФ|381.1|||1|3|grok
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|общий||ГК РФ|368|||1|3|grok
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|общий||ГК РФ|168|||1|3|claude
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|общий||ГК РФ|327.1|||1|3|claude
2194|a608fc77-68f8-4105-92e0-e05a1e20b15d|общий||ГК РФ|173.1|||1|3|gemini
