example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|специальный|2300-1|Закон РФ|23.1||07.02.1992|3|4|gemini;gpt;qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|специальный|2300-1|Закон РФ|17||07.02.1992|2|4|gpt;qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|309|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|310|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|457|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|484|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|393|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|специальный|2300-1|Закон РФ|29||07.02.1992|1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|специальный|2300-1|Закон РФ|31||07.02.1992|1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГПК РФ|131|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГПК РФ|132|||1|4|qwen
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|487|||1|4|gpt
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||КоАП РФ|28.6|||1|4|grok
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||КоАП РФ|2.6.1|||1|4|grok
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||КоАП РФ|29.10|||1|4|grok
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||КоАП РФ|30.3|||1|4|grok
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|специальный|2300-1|Закон РФ|12||07.02.1992|1|4|gemini
680|47f2380d-7cc6-4a1e-a57f-eb01b81bb5fa|общий||ГК РФ|1005|||1|4|gemini
