example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный||СК РФ|34|||4|4|gemini;gpt;grok;qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный||СК РФ|35|||4|4|gemini;gpt;grok;qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|общий||ГК РФ|572|||4|4|gemini;gpt;grok;qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|общий||ГК РФ|574|||2|4|grok;qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный||СК РФ|36|||2|4|grok;qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный||СК РФ|38|||2|4|gpt;qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный|218-ФЗ|ФЗ|57||13.07.2015|1|4|qwen
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный||СК РФ|39|||1|4|gpt
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|общий||ГК РФ|256|||1|4|grok
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|общий||ГК РФ|170|||1|4|grok
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|специальный||СК РФ|60|||1|4|gemini
1140|7085eed1-8c09-4fda-b285-fa0a17879b72|общий||ГК РФ|131|||1|4|gemini
