example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|специальный|256-ФЗ|ФЗ|10||29.12.2006|3|3|gemini;gpt;qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||СК РФ|60|||2|3|gpt;qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||ГК РФ|244|||2|3|gpt;qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|специальный|256-ФЗ|ФЗ|3||29.12.2006|1|3|qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||СК РФ|54|||1|3|qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||ГК РФ|256|||1|3|qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|специальный|102-ФЗ|ФЗ|37||16.07.1998|1|3|qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||ГК РФ|292|||1|3|qwen
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||ГК РФ|245|||1|3|gpt
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||СК РФ|42|||1|3|gemini
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|общий||ГК РФ|37|||1|3|gemini
1150|c1a7f9e5-1fde-4533-ac35-91413a91fc55|специальный|862|ПП РФ||151|12.12.2007|1|3|gemini
