example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный||ГПК РФ|264|||2|3|gemini;gpt
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий|143-ФЗ|ФЗ|9||15.11.1997|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий|143-ФЗ|ФЗ|46||15.11.1997|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|154-ФЗ|ФЗ|1||05.12.2005|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|154-ФЗ|ФЗ|5||05.12.2005|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|154-ФЗ|ФЗ|6||05.12.2005|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|650|УП РФ|||21.09.2022|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|355|Приказ Минюста России||1|13.10.2011|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий|709|ПП РФ|||06.07.1998|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|537-ЗС|Областной закон Ростовской области|1||29.03.2007|1|3|qwen
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий||Конституция РФ|26|||1|3|gemini
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|143-ФЗ|ФЗ|69||15.11.1997|1|3|gemini
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|специальный|143-ФЗ|ФЗ|71||15.11.1997|1|3|gemini
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий||ГПК РФ|265|||1|3|gpt
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий||ГПК РФ|266|||1|3|gpt
1577|02736843-ba8c-4f06-a1ad-d1ad148b91c9|общий||ГПК РФ|268|||1|3|gpt
