example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|30.3|||3|3|gemini;gpt;qwen
5|689ad2f0-b500-40dc-8e67-ea2221760adb|специальный|45|Закон города Москвы|8.14||11.07.2012|1|3|qwen
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|2.6.1|||1|3|qwen
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|30.1|||1|3|qwen
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|30.2|||1|3|qwen
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|24.5|||1|3|qwen
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|12.19|||1|3|gpt
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|30.5|||1|3|gpt
5|689ad2f0-b500-40dc-8e67-ea2221760adb|специальный||КоАП РФ|8.14|||1|3|gemini
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|1.5|||1|3|gemini
5|689ad2f0-b500-40dc-8e67-ea2221760adb|общий||КоАП РФ|2.9|||1|3|gemini
