example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный||НК РФ|217|||5|5|claude;gemini;gpt;grok;qwen
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||ГК РФ|572|||4|5|claude;gpt;grok;qwen
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный||СК РФ|34|||3|5|claude;grok;qwen
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||ГК РФ|131|||1|5|qwen
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный||СК РФ|38|||1|5|qwen
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный|950|Приказ МВД России|||21.12.2019|1|5|qwen
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||ГК РФ|574|||1|5|gpt
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||ГК РФ|250|||1|5|gpt
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||ГК РФ|244|||1|5|grok
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный||СК РФ|33|||1|5|grok
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный||СК РФ|41|||1|5|gemini
1258|aababeda-90f6-438c-bda8-629a77c0f34a|специальный|218-ФЗ|ФЗ|42||13.07.2015|1|5|gemini
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||НК РФ|333.24|||1|5|gemini
1258|aababeda-90f6-438c-bda8-629a77c0f34a|общий||ГК РФ|161|||1|5|gemini
