example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||КоАП РФ|11.4|||4|5|gemini;gpt;grok;qwen
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||ВЗК РФ|16|||2|5|grok;qwen
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|специальный|138|ПП РФ||116|11.03.2010|2|5|grok;qwen
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||ВЗК РФ|17|||1|5|qwen
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|специальный|658|ПП РФ||1|25.05.2019|1|5|qwen
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||ВЗК РФ|33|||1|5|gpt
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||КоАП РФ|11.5|||1|5|grok
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|специальный|138|ПП РФ||49|11.03.2010|1|5|grok
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|специальный||НК РФ|217|||1|5|claude
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||ГК РФ|572|||1|5|claude
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий||ГК РФ|574|||1|5|claude
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|специальный|139-ПГ|Постановление Губернатора Московской области||1|03.05.2023|1|5|gemini
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий|138|ПП РФ||52|11.03.2010|1|5|gemini
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий|658|ПП РФ||2|25.05.2019|1|5|gemini
1523|e0686063-bc67-4d8c-9a48-417b02cbae0c|общий|83|ПП РФ||1|02.02.2026|1|5|gemini
