example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|213.4||26.10.2002|4|4|claude;gemini;gpt;grok
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|213.28||26.10.2002|4|4|claude;gemini;gpt;grok
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|223.2||26.10.2002|3|4|claude;gemini;gpt
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|213.6||26.10.2002|2|4|gpt;grok
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|223.6||26.10.2002|2|4|gpt;grok
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|общий||ГК РФ|10|||2|4|claude;gpt
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|213.3||26.10.2002|1|4|grok
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|213.2||26.10.2002|1|4|claude
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|специальный|127-ФЗ|ФЗ|213.25||26.10.2002|1|4|claude
1811|957e2f7d-083f-4345-8fca-465ffbc0acae|общий||ГК РФ|401|||1|4|claude
