example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||СК РФ|87|||2|4|gemini;qwen
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|69|||1|4|qwen
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||СК РФ|106|||1|4|qwen
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|114|||1|4|qwen
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||ГПК РФ|56|||1|4|qwen
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||СК РФ|80|||1|4|gpt
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|85|||1|4|gpt
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||СК РФ|107|||1|4|gpt
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|40|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|41|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|42|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|43|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|44|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|38|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|специальный||СК РФ|39|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||ГК РФ|196|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||ГК РФ|200|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||ГК РФ|8.1|||1|4|grok
673|85490dce-b265-4b43-977c-0076eebb7fdd|общий||ГК РФ|131|||1|4|grok
