example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||НК РФ|219|||3|4|gemini;gpt;qwen
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||НК РФ|229|||1|4|qwen
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||НК РФ|78|||1|4|qwen
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||НК РФ|88|||1|4|qwen
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный|ЕД-7-11/913|Приказ ФНС России|||20.10.2025|1|4|qwen
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный|БВ-7-11/736|Приказ ФНС России|||12.10.2023|1|4|qwen
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||ГК РФ|1110|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||ГК РФ|1113|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||ГК РФ|1152|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|общий||ГК РФ|209|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный||ЗК РФ|56|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный||НК РФ|217|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный||НК РФ|217.1|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный||НК РФ|220|||1|4|grok
566|e484c1c5-011e-48b4-9618-ac5fc28e81aa|специальный||НК РФ|221.1|||1|4|gemini
