example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|196|||2|3|gemini;gpt
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|160|||1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|434|||1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|162|||1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|специальный|63-ФЗ|ФЗ|5||06.04.2011|1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|специальный|63-ФЗ|ФЗ|6||06.04.2011|1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|специальный||ГПК РФ|71|||1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|специальный||АПК РФ|75|||1|3|qwen
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|199|||1|3|gemini
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|специальный||ЖК РФ|153|||1|3|gemini
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|специальный||ЖК РФ|155|||1|3|gemini
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|808|||1|3|gpt
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|810|||1|3|gpt
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|309|||1|3|gpt
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГК РФ|310|||1|3|gpt
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГПК РФ|131|||1|3|gpt
1872|f472c6cd-a804-4895-90ef-dcfd6a965ad3|общий||ГПК РФ|28|||1|3|gpt
