example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|общий||ГК РФ|1064|||5|5|claude;gemini;gpt;grok;qwen
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|специальный||ЖК РФ|30|||3|5|claude;gemini;qwen
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|специальный|354|ПП РФ||152|06.05.2011|3|5|claude;gemini;grok
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|общий||ГК РФ|15|||2|5|gpt;qwen
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|общий||ЖК РФ|161|||2|5|gpt;grok
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|специальный||ЖК РФ|36|||1|5|qwen
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|общий||ГПК РФ|55|||1|5|grok
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|общий||ГК РФ|151|||1|5|grok
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|общий||ГК РФ|210|||1|5|claude
1468|f664b649-8ee7-4355-81d7-0aebe76e79e7|специальный|491|ПП РФ||5|13.08.2006|1|5|gemini
