example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
2221|728a88cc-2078-4eb2-9318-063584854511|специальный||ТК РФ|227|||3|3|claude;gemini;grok
2221|728a88cc-2078-4eb2-9318-063584854511|специальный|125-ФЗ|ФЗ|3||24.07.1998|3|3|claude;gemini;grok
2221|728a88cc-2078-4eb2-9318-063584854511|общий||ТК РФ|184|||2|3|claude;gemini
2221|728a88cc-2078-4eb2-9318-063584854511|специальный|125-ФЗ|ФЗ|5||24.07.1998|1|3|grok
2221|728a88cc-2078-4eb2-9318-063584854511|общий|255-ФЗ|ФЗ|6||29.12.2006|1|3|grok
2221|728a88cc-2078-4eb2-9318-063584854511|специальный|1206|ПП РФ|||05.07.2022|1|3|grok
2221|728a88cc-2078-4eb2-9318-063584854511|общий||ТК РФ|228|||1|3|claude
2221|728a88cc-2078-4eb2-9318-063584854511|общий||ТК РФ|229|||1|3|claude
2221|728a88cc-2078-4eb2-9318-063584854511|специальный||ТК РФ|229.2|||1|3|gemini
2221|728a88cc-2078-4eb2-9318-063584854511|специальный|417н|Приказ Минздравсоцразвития России|||27.04.2012|1|3|gemini
