example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|общий||ЖК РФ|36|||3|3|gemini;gpt;qwen
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|специальный||ЖК РФ|44|||3|3|gemini;gpt;qwen
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|специальный||ЖК РФ|45|||1|3|qwen
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|специальный||ЖК РФ|46|||1|3|qwen
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|общий||ГК РФ|309|||1|3|qwen
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|специальный||КоАП РФ|7.21|||1|3|qwen
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|общий|491|Правила содержания общего имущества в многоквартирном доме||2|13.08.2006|1|3|gpt
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|общий||ЖК РФ|162|||1|3|gpt
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|общий||ГК РФ|246|||1|3|gpt
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|специальный||ЖК РФ|48|||1|3|gemini
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|общий||ГК РФ|304|||1|3|gemini
450|f0c19e7b-2cda-4c8a-8c6b-d39bfd372fe3|специальный|491|ПП РФ||7|13.08.2006|1|3|gemini
