example_id|uid|norm_type|norm_number|act|article|art_punkt|date|occurrence_count|total_files|models
1168|0d734898-cf54-4090-8edf-71364f9c66e5|специальный||ГК РФ|1181|||4|5|gemini;gpt;grok;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|1112|||2|5|gemini;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|1152|||2|5|gemini;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|1154|||2|5|grok;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|1155|||2|5|grok;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|специальный||ЗК РФ|39.5|||2|5|grok;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий|218-ФЗ|ФЗ|14||13.07.2015|2|5|grok;qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|1110|||1|5|qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|специальный||ЗК РФ|39.19|||1|5|qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|специальный|217-ФЗ|ФЗ|1||29.07.2017|1|5|qwen
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|266|||1|5|gpt
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|265|||1|5|gpt
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГПК РФ|209|||1|5|claude
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГПК РФ|321|||1|5|claude
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||СК РФ|25|||1|5|claude
1168|0d734898-cf54-4090-8edf-71364f9c66e5|общий||ГК РФ|1153|||1|5|gemini
