timestamp|event_type|attempt_number|global_index|question_uid
2026-03-24 11:16:32|RESTART||2101|d7686c89-6549-40cd-94e0-e432fa47ea59
2026-03-24 11:16:49|QUESTION_SENT||2101|d7686c89-6549-40cd-94e0-e432fa47ea59
2026-03-24 11:18:12|JSON_VERIFIED||2101|d7686c89-6549-40cd-94e0-e432fa47ea59
2026-03-24 11:18:12|QUESTION|1|2101|d7686c89-6549-40cd-94e0-e432fa47ea59
2026-03-24 11:18:12|JSON_SAVED||2101|d7686c89-6549-40cd-94e0-e432fa47ea59
2026-03-24 11:18:12|QUESTION_ADVANCE||2102|f8267008-de4e-4dd5-95d1-10897c2a46aa
2026-03-24 11:18:39|QUESTION_SENT||2102|f8267008-de4e-4dd5-95d1-10897c2a46aa
2026-03-24 11:20:40|JSON_VERIFIED||2102|f8267008-de4e-4dd5-95d1-10897c2a46aa
2026-03-24 11:20:40|QUESTION|2|2102|f8267008-de4e-4dd5-95d1-10897c2a46aa
2026-03-24 11:20:40|JSON_SAVED||2102|f8267008-de4e-4dd5-95d1-10897c2a46aa
2026-03-24 11:20:40|QUESTION_ADVANCE||2103|e2cf4e8d-8c27-4f5a-9558-c31b88828032
2026-03-24 11:21:08|QUESTION_SENT||2103|e2cf4e8d-8c27-4f5a-9558-c31b88828032
2026-03-24 11:23:51|JSON_VERIFIED||2103|e2cf4e8d-8c27-4f5a-9558-c31b88828032
2026-03-24 11:23:51|QUESTION|3|2103|e2cf4e8d-8c27-4f5a-9558-c31b88828032
2026-03-24 11:23:51|JSON_SAVED||2103|e2cf4e8d-8c27-4f5a-9558-c31b88828032
2026-03-24 11:23:51|QUESTION_ADVANCE||2104|8ccab368-fedf-4600-a027-28969da9f099
2026-03-24 11:24:18|QUESTION_SENT||2104|8ccab368-fedf-4600-a027-28969da9f099
2026-03-24 11:25:41|JSON_VERIFIED||2104|8ccab368-fedf-4600-a027-28969da9f099
2026-03-24 11:25:41|QUESTION|4|2104|8ccab368-fedf-4600-a027-28969da9f099
2026-03-24 11:25:41|JSON_SAVED||2104|8ccab368-fedf-4600-a027-28969da9f099
2026-03-24 11:25:41|QUESTION_ADVANCE||2105|e4ada0f4-5402-4fff-a2d9-beba2d3d8f16
2026-03-24 11:26:08|QUESTION_SENT||2105|e4ada0f4-5402-4fff-a2d9-beba2d3d8f16
2026-03-24 11:28:23|JSON_VERIFIED||2105|e4ada0f4-5402-4fff-a2d9-beba2d3d8f16
2026-03-24 11:28:23|QUESTION|5|2105|e4ada0f4-5402-4fff-a2d9-beba2d3d8f16
2026-03-24 11:28:23|JSON_SAVED||2105|e4ada0f4-5402-4fff-a2d9-beba2d3d8f16
2026-03-24 11:28:23|QUESTION_ADVANCE||2106|8f0b0fde-1d15-45a5-a78a-141e943d8295
2026-03-24 11:28:50|QUESTION_SENT||2106|8f0b0fde-1d15-45a5-a78a-141e943d8295
2026-03-24 11:29:53|JSON_VERIFIED||2106|8f0b0fde-1d15-45a5-a78a-141e943d8295
2026-03-24 11:29:53|QUESTION|6|2106|8f0b0fde-1d15-45a5-a78a-141e943d8295
2026-03-24 11:29:53|JSON_SAVED||2106|8f0b0fde-1d15-45a5-a78a-141e943d8295
2026-03-24 11:29:53|QUESTION_ADVANCE||2107|cea8a14a-0f8e-49c7-990a-5c5d775c92dd
2026-03-24 11:30:20|QUESTION_SENT||2107|cea8a14a-0f8e-49c7-990a-5c5d775c92dd
2026-03-24 11:31:29|JSON_VERIFIED||2107|cea8a14a-0f8e-49c7-990a-5c5d775c92dd
2026-03-24 11:31:29|QUESTION|7|2107|cea8a14a-0f8e-49c7-990a-5c5d775c92dd
2026-03-24 11:31:29|JSON_SAVED||2107|cea8a14a-0f8e-49c7-990a-5c5d775c92dd
2026-03-24 11:31:29|QUESTION_ADVANCE||2108|1028ee92-e853-4cf4-aa09-029993c62045
2026-03-24 11:31:57|QUESTION_SENT||2108|1028ee92-e853-4cf4-aa09-029993c62045
2026-03-24 11:33:15|JSON_VERIFIED||2108|1028ee92-e853-4cf4-aa09-029993c62045
2026-03-24 11:33:15|QUESTION|8|2108|1028ee92-e853-4cf4-aa09-029993c62045
2026-03-24 11:33:15|JSON_SAVED||2108|1028ee92-e853-4cf4-aa09-029993c62045
2026-03-24 11:33:15|QUESTION_ADVANCE||2109|9d3d2936-a9f8-4a9e-b8da-a4d6f2bd578e
2026-03-24 11:33:44|QUESTION_SENT||2109|9d3d2936-a9f8-4a9e-b8da-a4d6f2bd578e
2026-03-24 11:36:21|JSON_VERIFIED||2109|9d3d2936-a9f8-4a9e-b8da-a4d6f2bd578e
2026-03-24 11:36:21|QUESTION|9|2109|9d3d2936-a9f8-4a9e-b8da-a4d6f2bd578e
2026-03-24 11:36:21|JSON_SAVED||2109|9d3d2936-a9f8-4a9e-b8da-a4d6f2bd578e
2026-03-24 11:36:21|QUESTION_ADVANCE||2110|199779cf-dd79-4258-b7e1-ecbb1690b767
2026-03-24 11:36:51|QUESTION_SENT||2110|199779cf-dd79-4258-b7e1-ecbb1690b767
2026-03-24 11:38:00|JSON_VERIFIED||2110|199779cf-dd79-4258-b7e1-ecbb1690b767
2026-03-24 11:38:00|QUESTION|10|2110|199779cf-dd79-4258-b7e1-ecbb1690b767
2026-03-24 11:38:00|JSON_SAVED||2110|199779cf-dd79-4258-b7e1-ecbb1690b767
2026-03-24 11:38:00|QUESTION_ADVANCE||2111|67b8d89c-4823-4a47-a273-f4219cb13fec
2026-03-24 11:38:27|QUESTION_SENT||2111|67b8d89c-4823-4a47-a273-f4219cb13fec
2026-03-24 11:43:50|JSON_VERIFIED||2111|67b8d89c-4823-4a47-a273-f4219cb13fec
2026-03-24 11:43:50|QUESTION|11|2111|67b8d89c-4823-4a47-a273-f4219cb13fec
2026-03-24 11:43:50|JSON_SAVED||2111|67b8d89c-4823-4a47-a273-f4219cb13fec
2026-03-24 11:43:50|QUESTION_ADVANCE||2112|46c7779d-50df-46e8-9b2b-bed8622d975b
2026-03-24 11:44:17|QUESTION_SENT||2112|46c7779d-50df-46e8-9b2b-bed8622d975b
2026-03-24 11:50:10|JSON_VERIFIED||2112|46c7779d-50df-46e8-9b2b-bed8622d975b
2026-03-24 11:50:10|QUESTION|12|2112|46c7779d-50df-46e8-9b2b-bed8622d975b
2026-03-24 11:50:10|JSON_SAVED||2112|46c7779d-50df-46e8-9b2b-bed8622d975b
