timestamp|event_type|attempt_number|global_index|question_uid
2026-03-24 10:31:50|RESTART||1901|653069fc-3af8-4894-8024-7928a24461a7
2026-03-24 10:32:27|QUESTION_SENT||1901|653069fc-3af8-4894-8024-7928a24461a7
2026-03-24 10:33:13|JSON_VERIFIED||1901|653069fc-3af8-4894-8024-7928a24461a7
2026-03-24 10:33:13|QUESTION|1|1901|653069fc-3af8-4894-8024-7928a24461a7
2026-03-24 10:33:13|JSON_SAVED||1901|653069fc-3af8-4894-8024-7928a24461a7
2026-03-24 10:33:13|QUESTION_ADVANCE||1902|d3048af9-d6c9-4d1a-b52d-b243d92d2a69
2026-03-24 10:33:55|QUESTION_SENT||1902|d3048af9-d6c9-4d1a-b52d-b243d92d2a69
2026-03-24 10:35:38|JSON_VERIFIED||1902|d3048af9-d6c9-4d1a-b52d-b243d92d2a69
2026-03-24 10:35:38|QUESTION|2|1902|d3048af9-d6c9-4d1a-b52d-b243d92d2a69
2026-03-24 10:35:38|JSON_SAVED||1902|d3048af9-d6c9-4d1a-b52d-b243d92d2a69
2026-03-24 10:35:38|QUESTION_ADVANCE||1903|6e13e383-5537-41e5-8fd2-81b0e51deea3
2026-03-24 10:36:04|QUESTION_SENT||1903|6e13e383-5537-41e5-8fd2-81b0e51deea3
2026-03-24 10:36:52|JSON_VERIFIED||1903|6e13e383-5537-41e5-8fd2-81b0e51deea3
2026-03-24 10:36:52|QUESTION|3|1903|6e13e383-5537-41e5-8fd2-81b0e51deea3
2026-03-24 10:36:52|JSON_SAVED||1903|6e13e383-5537-41e5-8fd2-81b0e51deea3
2026-03-24 10:36:52|QUESTION_ADVANCE||1904|ee013b97-849b-47fd-9f47-a8a71da48595
2026-03-24 10:37:33|QUESTION_SENT||1904|ee013b97-849b-47fd-9f47-a8a71da48595
2026-03-24 10:39:01|QUESTION_SENT||1904|ee013b97-849b-47fd-9f47-a8a71da48595
2026-03-24 10:39:47|JSON_VERIFIED||1904|ee013b97-849b-47fd-9f47-a8a71da48595
2026-03-24 10:39:47|QUESTION|4|1904|ee013b97-849b-47fd-9f47-a8a71da48595
2026-03-24 10:39:47|JSON_SAVED||1904|ee013b97-849b-47fd-9f47-a8a71da48595
2026-03-24 10:39:47|QUESTION_ADVANCE||1905|b18177ee-b8a8-4a2d-8aea-76ed48d21d75
2026-03-24 10:40:29|QUESTION_SENT||1905|b18177ee-b8a8-4a2d-8aea-76ed48d21d75
2026-03-24 10:41:14|JSON_VERIFIED||1905|b18177ee-b8a8-4a2d-8aea-76ed48d21d75
2026-03-24 10:41:14|QUESTION|5|1905|b18177ee-b8a8-4a2d-8aea-76ed48d21d75
2026-03-24 10:41:14|JSON_SAVED||1905|b18177ee-b8a8-4a2d-8aea-76ed48d21d75
2026-03-24 10:41:14|QUESTION_ADVANCE||1906|4b0f2422-e6c8-4230-b986-cdf251541eab
2026-03-24 10:41:57|QUESTION_SENT||1906|4b0f2422-e6c8-4230-b986-cdf251541eab
2026-03-24 10:42:49|JSON_VERIFIED||1906|4b0f2422-e6c8-4230-b986-cdf251541eab
2026-03-24 10:42:49|QUESTION|6|1906|4b0f2422-e6c8-4230-b986-cdf251541eab
2026-03-24 10:42:49|JSON_SAVED||1906|4b0f2422-e6c8-4230-b986-cdf251541eab
2026-03-24 10:42:49|QUESTION_ADVANCE||1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:43:15|QUESTION_SENT||1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:43:52|JSON_VERIFY_FAILED||1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:43:52|QUESTION|7|1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:44:02|QUESTION_SENT||1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:44:41|JSON_VERIFIED||1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:44:41|QUESTION|8|1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:44:41|JSON_SAVED||1907|71cf3521-c325-48e4-bf61-b5210a0a5a67
2026-03-24 10:44:41|QUESTION_ADVANCE||1908|ec4fbd6f-e5e7-426b-84c9-90e14f4c2f7d
2026-03-24 10:45:30|QUESTION_SENT||1908|ec4fbd6f-e5e7-426b-84c9-90e14f4c2f7d
2026-03-24 10:46:17|JSON_VERIFIED||1908|ec4fbd6f-e5e7-426b-84c9-90e14f4c2f7d
