timestamp|site|scenario|bot_id|event_type|attempt_number|global_index|question_uid
2026-03-29 13:35:12|gpt|web_search|10|RESTART||870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:35:23|gpt|web_search|11|RESTART||721|3100ce07-c68a-4006-83ca-1f4cf43f9827
2026-03-29 13:35:28|gpt|web_search|12|RESTART||1037|5ab862a6-3b3c-4274-8298-dfb7fb63053b
2026-03-29 13:35:32|gpt|web_search|13|RESTART||551|cb7a4c58-f2ed-4471-ba47-61b1f6d7d136
2026-03-29 13:36:13|gpt|web_search|10|QUESTION_SENT||870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:36:52|gpt|web_search|10|JSON_VERIFY_FAILED||870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:36:52|gpt|web_search|10|QUESTION|1|870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:37:01|gpt|web_search|10|QUESTION_SENT||870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:37:26|gpt|web_search|10|JSON_VERIFIED||870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:37:26|gpt|web_search|10|QUESTION|2|870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:37:26|gpt|web_search|10|JSON_SAVED||870|1f299217-a1b3-454f-8f70-b0f97a5a06ae
2026-03-29 13:37:26|gpt|web_search|10|QUESTION_ADVANCE||871|b24dba19-8275-477c-8969-2af9c621880c
2026-03-29 13:37:39|gpt|web_search|11|QUESTION_SENT||721|3100ce07-c68a-4006-83ca-1f4cf43f9827
2026-03-29 13:38:08|gpt|web_search|13|QUESTION_SENT||551|cb7a4c58-f2ed-4471-ba47-61b1f6d7d136
2026-03-29 13:38:09|gpt|web_search|12|QUESTION_SENT||1037|5ab862a6-3b3c-4274-8298-dfb7fb63053b
2026-03-29 13:38:44|gpt|web_search|13|JSON_VERIFIED||551|cb7a4c58-f2ed-4471-ba47-61b1f6d7d136
2026-03-29 13:38:44|gpt|web_search|13|QUESTION|1|551|cb7a4c58-f2ed-4471-ba47-61b1f6d7d136
2026-03-29 13:38:44|gpt|web_search|13|JSON_SAVED||551|cb7a4c58-f2ed-4471-ba47-61b1f6d7d136
2026-03-29 13:38:44|gpt|web_search|13|QUESTION_ADVANCE||552|44294bdd-e4d1-4e1b-8b0d-683478be2b1c
2026-03-29 13:38:46|gpt|web_search|12|JSON_VERIFIED||1037|5ab862a6-3b3c-4274-8298-dfb7fb63053b
2026-03-29 13:38:46|gpt|web_search|12|QUESTION|1|1037|5ab862a6-3b3c-4274-8298-dfb7fb63053b
2026-03-29 13:38:46|gpt|web_search|12|JSON_SAVED||1037|5ab862a6-3b3c-4274-8298-dfb7fb63053b
2026-03-29 13:38:46|gpt|web_search|12|QUESTION_ADVANCE||1038|bec808f9-8af1-4d82-88f8-27ef84b845a2
2026-03-29 13:40:34|gpt|web_search|10|QUESTION_SENT||871|b24dba19-8275-477c-8969-2af9c621880c
2026-03-29 13:41:12|gpt|web_search|11|QUESTION_SENT||721|3100ce07-c68a-4006-83ca-1f4cf43f9827
2026-03-29 13:41:13|gpt|web_search|10|JSON_VERIFIED||871|b24dba19-8275-477c-8969-2af9c621880c
2026-03-29 13:41:13|gpt|web_search|10|QUESTION|3|871|b24dba19-8275-477c-8969-2af9c621880c
2026-03-29 13:41:13|gpt|web_search|10|JSON_SAVED||871|b24dba19-8275-477c-8969-2af9c621880c
2026-03-29 13:41:13|gpt|web_search|10|QUESTION_ADVANCE||872|81209f52-04f0-4cce-a5d3-641eada07314
2026-03-29 13:41:41|gpt|web_search|13|QUESTION_SENT||552|44294bdd-e4d1-4e1b-8b0d-683478be2b1c
2026-03-29 13:41:42|gpt|web_search|12|QUESTION_SENT||1038|bec808f9-8af1-4d82-88f8-27ef84b845a2
2026-03-29 13:41:53|gpt|web_search|11|JSON_VERIFIED||721|3100ce07-c68a-4006-83ca-1f4cf43f9827
2026-03-29 13:41:53|gpt|web_search|11|QUESTION|1|721|3100ce07-c68a-4006-83ca-1f4cf43f9827
2026-03-29 13:41:53|gpt|web_search|11|JSON_SAVED||721|3100ce07-c68a-4006-83ca-1f4cf43f9827
2026-03-29 13:41:53|gpt|web_search|11|QUESTION_ADVANCE||722|e62cdc3f-06e5-4ad6-852c-dc58e6cbe41d
2026-03-29 13:42:19|gpt|web_search|12|JSON_VERIFIED||1038|bec808f9-8af1-4d82-88f8-27ef84b845a2
2026-03-29 13:42:19|gpt|web_search|12|QUESTION|2|1038|bec808f9-8af1-4d82-88f8-27ef84b845a2
2026-03-29 13:42:19|gpt|web_search|12|JSON_SAVED||1038|bec808f9-8af1-4d82-88f8-27ef84b845a2
2026-03-29 13:42:19|gpt|web_search|12|QUESTION_ADVANCE||1039|815f0ff8-261d-4ab7-9239-9d39ffc06e94
2026-03-29 13:42:19|gpt|web_search|13|JSON_VERIFIED||552|44294bdd-e4d1-4e1b-8b0d-683478be2b1c
2026-03-29 13:42:19|gpt|web_search|13|QUESTION|2|552|44294bdd-e4d1-4e1b-8b0d-683478be2b1c
2026-03-29 13:42:19|gpt|web_search|13|JSON_SAVED||552|44294bdd-e4d1-4e1b-8b0d-683478be2b1c
2026-03-29 13:42:19|gpt|web_search|13|QUESTION_ADVANCE||553|19eabae1-3ac0-4082-b779-4eacb8f95164
2026-03-29 13:44:07|gpt|web_search|10|QUESTION_SENT||872|81209f52-04f0-4cce-a5d3-641eada07314
2026-03-29 13:44:45|gpt|web_search|11|QUESTION_SENT||722|e62cdc3f-06e5-4ad6-852c-dc58e6cbe41d
2026-03-29 13:44:50|gpt|web_search|10|JSON_VERIFIED||872|81209f52-04f0-4cce-a5d3-641eada07314
2026-03-29 13:44:50|gpt|web_search|10|QUESTION|4|872|81209f52-04f0-4cce-a5d3-641eada07314
2026-03-29 13:44:50|gpt|web_search|10|JSON_SAVED||872|81209f52-04f0-4cce-a5d3-641eada07314
2026-03-29 13:44:50|gpt|web_search|10|QUESTION_ADVANCE||873|987d5328-c9a1-40a4-998d-15a96bb6f77e
2026-03-29 13:45:13|gpt|web_search|13|QUESTION_SENT||553|19eabae1-3ac0-4082-b779-4eacb8f95164
2026-03-29 13:45:15|gpt|web_search|12|QUESTION_SENT||1039|815f0ff8-261d-4ab7-9239-9d39ffc06e94
2026-03-29 13:45:24|gpt|web_search|11|JSON_VERIFIED||722|e62cdc3f-06e5-4ad6-852c-dc58e6cbe41d
2026-03-29 13:45:24|gpt|web_search|11|QUESTION|2|722|e62cdc3f-06e5-4ad6-852c-dc58e6cbe41d
2026-03-29 13:45:24|gpt|web_search|11|JSON_SAVED||722|e62cdc3f-06e5-4ad6-852c-dc58e6cbe41d
2026-03-29 13:45:24|gpt|web_search|11|QUESTION_ADVANCE||723|fd3ed728-43f5-4016-816a-57f4728358ef
2026-03-29 13:45:51|gpt|web_search|12|JSON_VERIFIED||1039|815f0ff8-261d-4ab7-9239-9d39ffc06e94
2026-03-29 13:45:51|gpt|web_search|12|QUESTION|3|1039|815f0ff8-261d-4ab7-9239-9d39ffc06e94
2026-03-29 13:45:51|gpt|web_search|12|JSON_SAVED||1039|815f0ff8-261d-4ab7-9239-9d39ffc06e94
2026-03-29 13:45:51|gpt|web_search|12|QUESTION_ADVANCE||1040|957cc940-8ca4-4811-84d7-8cba1049a526
2026-03-29 13:45:52|gpt|web_search|13|JSON_VERIFIED||553|19eabae1-3ac0-4082-b779-4eacb8f95164
2026-03-29 13:45:52|gpt|web_search|13|QUESTION|3|553|19eabae1-3ac0-4082-b779-4eacb8f95164
2026-03-29 13:45:52|gpt|web_search|13|JSON_SAVED||553|19eabae1-3ac0-4082-b779-4eacb8f95164
2026-03-29 13:45:52|gpt|web_search|13|QUESTION_ADVANCE||554|6152df01-d47e-43b6-bc54-ed2c5b4f1bbe
